step,distRaced,distFromStart,section,speedX,base_target_speed,proposed_target_speed,target_adjustment,target_speed,rl_target_active,safety_intervention,policy_inference,action_reused,adaptive_inference_urgent,trackPos,angle,damage,curLapTime,lastLapTime,best_lap_time,steer,residual,accel,brake,gear,reward,done_reason
4613,3156.95,3146.95,final_corner,153.831,139.496673,152.667446,0.0,139.496673,1,1,1,0,0,0.043661,0.000786,0.0,96.238,0.0,,0.001158,0.131193,0.0,0.0,5,0.939807,
4614,3157.89,3147.89,final_corner,153.574,139.506175,152.070734,0.0,139.506175,1,1,1,0,0,0.043559,0.00074,0.0,96.26,0.0,,0.000952,0.123493,0.0,0.0,5,0.939828,
4615,3158.83,3148.83,final_corner,153.316,139.508318,151.452929,0.0,139.508318,1,1,1,0,0,0.04346,0.000731,0.0,96.282,0.0,,0.001006,0.115522,0.0,0.0,5,0.939847,
4616,3159.76,3149.76,final_corner,153.06,139.50729,150.815769,0.0,139.50729,1,1,1,0,0,0.043364,0.000738,0.0,96.304,0.0,,0.001171,0.1073,0.0,0.0,5,0.929867,
4617,3160.7,3150.7,final_corner,152.804,139.504859,150.166165,0.0,139.504859,1,1,1,0,0,0.043269,0.000752,0.0,96.326,0.0,,0.001383,0.098918,0.0,0.0,5,0.939885,
4618,3161.63,3151.63,final_corner,152.549,139.501959,149.50499,0.0,139.501959,1,1,1,0,0,0.043176,0.000769,0.0,96.348,0.0,,0.001611,0.090387,0.0,0.0,5,0.929902,
4619,3162.56,3152.56,final_corner,152.295,139.505566,148.832031,0.0,139.505566,1,1,1,0,0,0.043083,0.000752,0.0,96.37,0.0,,0.001604,0.081704,0.0,0.0,5,0.929918,
4620,3163.49,3153.49,final_corner,152.042,139.516866,148.154116,0.0,139.516866,1,1,1,0,0,0.042998,0.000696,0.0,96.392,0.0,,0.001312,0.072956,0.0,0.0,5,0.929933,
4621,3164.42,3154.42,final_corner,151.79,139.524984,147.478164,0.0,139.524984,1,1,1,0,0,0.042917,0.000656,0.0,96.414,0.0,,0.001127,0.064234,0.0,0.0,5,0.929947,
4622,3165.35,3155.35,final_corner,151.539,139.526862,146.803009,0.0,139.526862,1,1,1,0,0,0.042839,0.000648,0.0,96.436,0.0,,0.001163,0.055523,0.0,0.0,5,0.929959,
4623,3166.27,3156.27,final_corner,151.289,139.526049,146.121073,0.0,139.526049,1,1,1,0,0,0.04276,0.000653,0.0,96.458,0.0,,0.001297,0.046724,0.0,0.0,5,0.919969,
4624,3167.2,3157.2,final_corner,151.039,139.524022,145.431505,0.0,139.524022,1,1,1,0,0,0.042681,0.000665,0.0,96.48,0.0,,0.001474,0.037826,0.0,0.0,5,0.929978,
4625,3168.12,3158.12,final_corner,150.79,139.521438,144.736889,0.0,139.521438,1,1,1,0,0,0.042603,0.00068,0.0,96.502,0.0,,0.001671,0.028863,0.0,0.0,5,0.919986,
4626,3169.04,3159.04,final_corner,150.542,139.525449,144.032157,0.0,139.525449,1,1,1,0,0,0.042526,0.000661,0.0,96.524,0.0,,0.001628,0.01977,0.0,0.0,5,0.919992,
4627,3169.96,3159.96,final_corner,150.295,139.537151,143.330013,0.0,139.537151,1,1,1,0,0,0.042458,0.000602,0.0,96.546,0.0,,0.001299,0.01071,0.0,0.0,5,0.919996,
4628,3170.88,3160.88,final_corner,150.048,139.545596,142.63651,0.0,139.545596,1,1,1,0,0,0.042389,0.00056,0.0,96.568,0.0,,0.001087,0.001761,0.0,0.0,5,0.919999,
4629,3171.79,3161.79,final_corner,149.803,139.547803,141.967236,0.0,139.547803,1,1,1,0,0,0.042322,0.00055,0.0,96.59,0.0,,0.001096,-0.006874,0.0,0.0,4,0.91,
4630,3172.71,3162.71,final_corner,149.605,139.550556,142.097827,0.0,139.550556,1,1,1,0,0,0.042259,0.000538,0.0,96.612,0.0,,0.001081,-0.005189,0.0,0.0,4,0.92,
4631,3173.62,3163.62,final_corner,149.441,139.562689,141.528631,0.0,139.562689,1,1,1,0,0,0.042199,0.000477,0.0,96.634,0.0,,0.000725,-0.012534,0.0,0.0,4,0.91,
4632,3174.53,3164.53,final_corner,149.231,139.582259,140.522866,0.0,139.582259,1,1,1,0,0,0.04214,0.000377,0.0,96.656,0.0,,0.000101,-0.025511,0.0,0.0,4,0.909998,
4633,3175.44,3165.44,final_corner,148.958,139.581668,139.89397,0.0,139.581668,1,1,1,0,0,0.042086,0.000229,0.0,96.678,0.0,,-0.000874,-0.033626,0.0,0.0,4,0.909993,
4634,3176.35,3166.35,final_corner,148.684,139.578688,139.282276,-0.296412,139.282276,1,0,1,0,0,0.042032,0.000105,0.0,96.7,0.0,,-0.001682,-0.041519,0.0,0.0,4,0.909989,
4635,3177.26,3167.26,final_corner,148.412,139.578681,138.886832,-0.691849,138.886832,1,0,1,0,0,0.041979,5e-05,0.0,96.722,0.0,,-0.002,-0.046622,0.0,0.0,4,0.909983,
4636,3178.17,3168.17,final_corner,148.14,139.581265,138.197783,-1.383481,138.197783,1,0,1,0,0,0.041924,5.4e-05,0.0,96.744,0.0,,-0.001911,-0.055512,0.0,0.0,4,0.909978,
4637,3179.07,3169.07,final_corner,147.87,139.585058,137.514802,-2.070256,137.514802,1,0,1,0,0,0.041867,8.3e-05,0.0,96.766,0.0,,-0.001639,-0.064325,0.0,0.0,4,0.899969,
4638,3179.97,3169.97,final_corner,147.6,139.589309,136.840919,-2.74839,136.840919,1,0,1,0,0,0.04181,0.000123,0.0,96.788,0.0,,-0.001288,-0.07302,0.0,0.0,4,0.899959,
4639,3180.87,3170.88,final_corner,147.331,104.0,136.172125,0.0,104.0,1,1,1,0,0,0.041754,0.000135,0.0,96.81,0.0,,-0.001138,-0.08165,0.0,0.42,4,0.899947,
4640,3181.77,3171.77,final_corner,146.287,104.0,131.212534,0.0,104.0,1,1,1,0,0,0.041702,0.000111,0.0,96.832,0.0,,-0.001242,-0.145645,0.0,0.42,4,0.899933,
4641,3182.66,3172.66,final_corner,144.753,104.0,128.962835,0.0,104.0,1,1,1,0,0,0.041654,6.7e-05,0.0,96.854,0.0,,-0.001493,-0.174673,0.0,0.42,4,0.889788,
4642,3183.54,3173.54,final_corner,143.142,104.0,127.021287,0.0,104.0,1,1,1,0,0,0.041611,8e-06,0.0,96.876,0.0,,-0.001855,-0.199725,0.0,0.42,4,0.879695,
4643,3184.41,3174.41,final_corner,141.514,104.0,125.200221,0.0,104.0,1,1,1,0,0,0.04157,-3.3e-05,0.0,96.898,0.0,,-0.002094,-0.223223,0.0,0.42,4,0.869601,
4644,3185.27,3175.27,final_corner,139.896,104.0,123.418127,0.0,104.0,1,1,1,0,0,0.041531,-4.1e-05,0.0,96.92,0.0,,-0.002109,-0.246218,0.0,0.42,4,0.859502,
4645,3186.12,3176.12,final_corner,138.297,104.0,121.657947,0.0,104.0,1,1,1,0,0,0.041489,-3.2e-05,0.0,96.942,0.0,,-0.001991,-0.26893,0.0,0.42,4,0.849394,
4646,3186.96,3176.96,final_corner,136.714,104.0,119.926347,0.0,104.0,1,1,1,0,0,0.041452,-1.2e-05,0.0,96.964,0.0,,-0.001811,-0.291273,0.0,0.42,4,0.839277,
4647,3187.79,3177.79,final_corner,135.139,104.0,118.22795,0.0,104.0,1,1,1,0,0,0.041412,1.3e-05,0.0,96.986,0.0,,-0.001586,-0.313188,0.0,0.42,4,0.829152,
4648,3188.61,3178.61,final_corner,133.575,104.0,116.557612,0.0,104.0,1,1,1,0,0,0.041374,4e-05,0.0,97.008,0.0,,-0.001354,-0.33474,0.0,0.42,4,0.819019,
4649,3189.42,3179.42,final_corner,132.02,104.0,114.911136,0.0,104.0,1,1,1,0,0,0.041336,4.5e-05,0.0,97.03,0.0,,-0.001275,-0.355985,0.0,0.42,4,0.808879,
4650,3190.22,3180.22,final_corner,130.469,96.340781,113.29879,0.0,96.340781,1,1,1,0,0,0.0413,1.8e-05,0.0,97.052,0.0,,-0.011528,-0.37679,0.0,0.42,4,0.798733,
4651,3191.01,3181.01,final_corner,128.921,96.104188,111.782524,0.0,96.104188,1,1,1,0,0,0.041246,0.00022,0.0,97.074,0.0,,-0.021667,-0.396355,0.0,0.42,4,0.78858,
4652,3191.8,3181.8,final_corner,127.375,96.161692,110.319342,0.0,96.161692,1,1,1,0,0,0.041123,0.000937,0.0,97.096,0.0,,-0.016768,-0.415234,0.0,0.42,4,0.788429,
4653,3192.57,3182.57,final_corner,125.828,96.243892,108.820588,0.0,96.243892,1,1,1,0,0,0.040928,0.001966,0.0,97.118,0.0,,-0.009778,-0.434573,0.0,0.42,4,0.768276,
4654,3193.33,3183.33,final_corner,124.282,96.325522,107.299502,0.0,96.325522,1,1,1,0,0,0.040672,0.002915,0.0,97.14,0.0,,-0.003187,-0.4542,0.0,0.42,4,0.758111,
4655,3194.09,3184.09,final_corner,122.741,96.323348,105.779684,0.0,96.323348,1,1,1,0,0,0.04037,0.003555,0.0,97.162,0.0,,0.001543,-0.473811,0.0,0.42,4,0.757937,
4656,3194.83,3184.83,final_corner,121.206,96.261953,104.257716,0.0,96.261953,1,1,1,0,0,0.04004,0.003816,0.0,97.184,0.0,,0.003939,-0.493449,0.0,0.42,4,0.737755,
4657,3195.57,3185.57,final_corner,119.677,96.267802,102.709942,0.0,96.267802,1,1,1,0,0,0.039696,0.003765,0.0,97.206,0.0,,0.004383,-0.51342,0.0,0.42,4,0.737565,
4658,3196.3,3186.3,final_corner,118.157,96.313666,101.068231,0.0,96.313666,1,1,1,0,0,0.039347,0.003527,0.0,97.228,0.0,,0.003657,-0.534603,0.0,0.42,4,0.727364,
4659,3197.01,3187.01,final_corner,116.646,96.37789,99.363567,0.0,96.37789,1,1,1,0,0,0.039002,0.003205,0.0,97.25,0.0,,0.002385,-0.556599,0.0,0.42,4,0.707142,
4660,3197.72,3187.72,final_corner,115.141,96.44135,97.461092,0.0,96.44135,1,1,1,0,0,0.038667,0.002887,0.0,97.272,0.0,,0.001116,-0.581147,0.0,0.42,4,0.706902,
4661,3198.42,3188.42,final_corner,113.642,96.492047,95.561986,-0.930061,95.561986,1,0,1,0,0,0.038342,0.002629,0.0,97.294,0.0,,0.000205,-0.605652,0.0,0.42,3,0.696623,
4662,3199.11,3189.11,final_corner,112.172,96.515899,101.433202,0.0,96.515899,1,1,1,0,0,0.038025,0.002448,0.0,97.316,0.0,,-0.000235,-0.529894,0.0,0.42,3,0.686332,
4663,3199.79,3189.79,final_corner,110.734,96.535053,100.808008,0.0,96.535053,1,1,1,0,0,0.037722,0.002353,0.0,97.338,0.0,,-0.000161,-0.537961,0.0,0.118743,3,0.677192,
4664,3200.46,3190.46,final_corner,109.698,96.549921,100.912068,0.0,96.549921,1,1,1,0,0,0.037428,0.002297,0.0,97.36,0.0,,0.000135,-0.536618,0.0,0.04,3,0.667106,
4665,3201.13,3191.13,final_corner,109.274,96.568161,100.995092,0.0,96.568161,1,1,1,0,0,0.037148,0.002192,0.0,97.382,0.0,,0.000102,-0.535547,0.0,0.04,3,0.66712,
4666,3201.8,3191.8,final_corner,108.945,96.586987,100.817288,0.0,96.586987,1,1,1,0,0,0.036874,0.002057,0.0,97.404,0.0,,-0.000135,-0.537841,0.0,0.04,3,0.667132,
4667,3202.46,3192.46,final_corner,108.619,96.599414,100.627673,0.0,96.599414,1,1,1,0,0,0.036619,0.001914,0.0,97.426,0.0,,-0.000459,-0.540288,0.0,0.04,3,0.657107,
4668,3203.12,3193.13,final_corner,108.295,96.611145,100.428251,0.0,96.611145,1,1,1,0,0,0.036374,0.001771,0.0,97.448,0.0,,-0.000799,-0.542861,0.0,0.04,3,0.657081,
4669,3203.79,3193.79,final_corner,107.972,96.623124,100.217132,0.0,96.623124,1,1,1,0,0,0.036149,0.001656,0.0,97.47,0.0,,-0.001,-0.545585,0.0,0.04,3,0.667053,
4670,3204.44,3194.44,final_corner,107.651,96.636566,99.988843,0.0,96.636566,1,1,1,0,0,0.03593,0.001572,0.0,97.492,0.0,,-0.001016,-0.548531,0.0,0.04,3,0.647023,
4671,3205.1,3195.1,final_corner,107.33,96.650002,99.75339,0.0,96.650002,1,1,1,0,0,0.035722,0.0015,0.0,97.514,0.0,,-0.000974,-0.551569,0.0,0.04,3,0.656991,
4672,3205.76,3195.76,final_corner,107.011,96.663193,99.531088,0.0,96.663193,1,1,1,0,0,0.035522,0.001434,0.0,97.536,0.0,,-0.000915,-0.554438,0.0,0.04,3,0.656958,
4673,3206.41,3196.41,final_corner,106.692,96.675746,99.293546,0.0,96.675746,1,1,1,0,0,0.035332,0.001369,0.0,97.558,0.0,,-0.00086,-0.557503,0.0,0.04,3,0.646926,
4674,3207.06,3197.06,final_corner,106.374,96.687759,99.037694,0.0,96.687759,1,1,1,0,0,0.03515,0.001306,0.0,97.58,0.0,,-0.000812,-0.560804,0.0,0.04,3,0.646892,
4675,3207.71,3197.71,final_corner,106.057,96.699387,98.773018,0.0,96.699387,1,1,1,0,0,0.034975,0.001245,0.0,97.602,0.0,,-0.000765,-0.564219,0.0,0.04,3,0.646855,
4676,3208.36,3198.36,final_corner,105.741,96.710912,98.499326,0.0,96.710912,1,1,1,0,0,0.034802,0.001185,0.0,97.624,0.0,,-0.000718,-0.567751,0.0,0.04,3,0.646817,
4677,3209.0,3199.0,final_corner,105.427,96.72143,98.216464,0.0,96.72143,1,1,1,0,0,0.034638,0.001126,0.0,97.646,0.0,,-0.000694,-0.5714,0.0,0.04,3,0.636777,
4678,3209.64,3199.64,final_corner,105.114,96.730277,97.923744,0.0,96.730277,1,1,1,0,0,0.034485,0.001069,0.0,97.668,0.0,,-0.000728,-0.575177,0.0,0.04,3,0.636735,
4679,3210.29,3200.29,final_corner,104.802,96.738216,97.62569,0.0,96.738216,1,1,1,0,0,0.034335,0.001011,0.0,97.69,0.0,,-0.000798,-0.579023,0.0,0.04,3,0.646692,
4680,3210.92,3200.93,final_corner,104.491,96.745256,97.327842,0.0,96.745256,1,1,1,0,0,0.034194,0.000956,0.0,97.712,0.0,,-0.000885,-0.582867,0.0,0.04,3,0.626647,
4681,3211.56,3201.56,final_corner,104.182,96.749657,97.059633,0.0,96.749657,1,1,1,0,0,0.034062,0.000901,0.0,97.734,0.0,,-0.001081,-0.586327,0.0,0.04,3,0.636603,
4682,3212.2,3202.2,final_corner,103.873,96.523956,100.272749,0.0,96.523956,1,1,1,0,0,0.033934,0.000846,0.0,97.756,0.0,,-0.011728,-0.544868,0.0,0.04,3,0.636562,
4683,3212.83,3202.83,final_corner,103.566,96.559538,99.826473,0.0,96.559538,1,1,1,0,0,0.03378,0.001095,0.0,97.778,0.0,,-0.009489,-0.550626,0.0,0.04,3,0.627031,
4684,3213.46,3203.46,final_corner,103.26,96.61516,99.429028,0.0,96.61516,1,1,1,0,0,0.033587,0.001587,0.0,97.8,0.0,,-0.005559,-0.555754,0.0,0.04,3,0.626968,
4685,3214.09,3204.09,final_corner,102.956,96.669786,99.028511,0.0,96.669786,1,1,1,0,0,0.033364,0.002035,0.0,97.822,0.0,,-0.001872,-0.560922,0.0,0.04,3,0.626911,
4686,3214.72,3204.72,final_corner,102.653,96.685012,98.656112,0.0,96.685012,1,1,1,0,0,0.033127,0.002302,0.0,97.844,0.0,,0.000624,-0.565728,0.0,0.04,3,0.626854,
4687,3215.35,3205.35,final_corner,102.351,96.668874,98.276742,0.0,96.668874,1,1,1,0,0,0.03289,0.002341,0.0,97.866,0.0,,0.001589,-0.570623,0.0,0.04,3,0.6268,
4688,3215.97,3205.97,final_corner,102.051,96.691284,97.870654,0.0,96.691284,1,1,1,0,0,0.032659,0.002208,0.0,97.888,0.0,,0.001386,-0.575863,0.0,0.04,3,0.616744,
4689,3216.6,3206.6,final_corner,101.751,96.726788,97.473676,0.0,96.726788,1,1,1,0,0,0.032435,0.002018,0.0,97.91,0.0,,0.000775,-0.580985,0.0,0.04,3,0.626684,
4690,3217.22,3207.22,final_corner,101.454,96.763133,97.102963,0.0,96.763133,1,1,1,0,0,0.032221,0.001825,0.0,97.932,0.0,,0.000121,-0.585768,0.0,0.04,3,0.616625,
4691,3217.83,3207.84,final_corner,101.157,96.777005,96.750843,-0.026163,96.750843,1,0,1,0,0,0.032019,0.00166,0.0,97.954,0.0,,-0.000372,-0.590312,0.0,0.04,3,0.606569,
4692,3218.45,3208.45,final_corner,100.862,96.787017,96.414849,-0.372168,96.414849,1,0,1,0,0,0.031824,0.001524,0.0,97.976,0.0,,-0.00069,-0.594647,0.0,0.04,3,0.616515,
4693,3219.07,3209.07,final_corner,100.568,96.798981,96.092224,-0.706757,96.092224,1,0,1,0,0,0.03164,0.001427,0.0,97.998,0.0,,-0.000763,-0.59881,0.0,0.04,3,0.616464,
4694,3219.68,3209.68,final_corner,100.276,96.81292,95.780458,-1.032461,95.780458,1,0,1,0,0,0.031462,0.001366,0.0,98.02,0.0,,-0.000615,-0.602833,0.0,0.04,3,0.606414,
4695,3220.29,3210.29,final_corner,99.9846,96.827172,95.485965,-1.341207,95.485965,1,0,1,0,0,0.031293,0.001319,0.0,98.042,0.0,,-0.000394,-0.606633,0.0,0.04,3,0.606366,
4696,3220.9,3210.9,final_corner,99.6947,96.839103,95.246599,-1.592504,95.246599,1,0,1,0,0,0.031132,0.001249,0.0,98.064,0.0,,-0.000341,-0.609721,0.0,0.04,3,0.60632,
4697,3221.51,3211.51,final_corner,99.4061,96.848388,95.024763,-1.823625,95.024763,1,0,1,0,0,0.030982,0.001155,0.0,98.086,0.0,,-0.000477,-0.612584,0.0,0.04,3,0.606282,
4698,3222.12,3212.12,final_corner,99.1187,96.856168,94.821216,-2.034952,94.821216,1,0,1,0,0,0.030842,0.001051,0.0,98.108,0.0,,-0.000699,-0.61521,0.0,0.04,3,0.606247,
4699,3222.72,3212.72,final_corner,98.8325,96.865003,94.637703,-2.2273,94.637703,1,0,1,0,0,0.03071,0.000971,0.0,98.13,0.0,,-0.000777,-0.617578,0.0,0.04,3,0.596215,
4700,3223.33,3213.33,final_corner,98.5472,96.875553,94.477069,-2.398483,94.477069,1,0,1,0,0,0.030582,0.00092,0.0,98.152,0.0,,-0.000671,-0.619651,0.0,0.04,3,0.606186,
4701,3223.93,3213.93,final_corner,98.2634,96.886441,94.388183,-2.498257,94.388183,1,0,1,0,0,0.030461,0.000879,0.0,98.174,0.0,,-0.000503,-0.620798,0.0,0.0,3,0.59616,
4702,3224.53,3214.53,final_corner,98.0693,96.897193,94.480617,-2.416576,94.480617,1,0,1,0,0,0.030345,0.000845,0.0,98.196,0.0,,-0.000313,-0.619605,0.0,0.0,3,0.596146,
4703,3225.13,3215.13,final_corner,97.915,96.905664,94.482945,-2.422719,94.482945,1,0,1,0,0,0.030236,0.000785,0.0,98.218,0.0,,-0.000303,-0.619575,0.0,0.0,3,0.596161,
4704,3225.72,3215.72,final_corner,97.7616,96.911484,94.498318,-2.413166,94.498318,1,0,1,0,0,0.030135,0.000699,0.0,98.24,0.0,,-0.000492,-0.619377,0.0,0.0,3,0.586161,
4705,3226.32,3216.32,final_corner,97.6086,96.915622,94.530132,-2.38549,94.530132,1,0,1,0,0,0.030047,0.000602,0.0,98.262,0.0,,-0.000773,-0.618966,0.0,0.0,3,0.596164,
4706,3226.92,3216.92,final_corner,97.4566,96.921072,94.570399,-2.350673,94.570399,1,0,1,0,0,0.029964,0.00053,0.0,98.284,0.0,,-0.000901,-0.618446,0.0,0.0,3,0.596169,
4707,3227.51,3217.51,final_corner,97.3054,96.928109,94.610749,-2.31736,94.610749,1,0,1,0,0,0.029886,0.000485,0.0,98.306,0.0,,-0.000859,-0.617926,0.0,0.0,3,0.586175,
4708,3228.11,3218.11,final_corner,97.155,96.935495,94.655159,-2.280336,94.655159,1,0,1,0,0,0.029814,0.000451,0.0,98.328,0.0,,-0.000754,-0.617353,0.0,0.0,3,0.596182,
4709,3228.7,3218.7,final_corner,97.0051,96.942966,94.704369,-2.238597,94.704369,1,0,1,0,0,0.029743,0.00042,0.0,98.35,0.0,,-0.000631,-0.616718,0.0,0.0,3,0.586189,
4710,3229.29,3219.29,final_corner,96.8558,96.950012,94.762365,-2.187646,94.762365,1,0,1,0,0,0.029679,0.000391,0.0,98.372,0.0,,-0.000509,-0.615969,0.0,0.0,3,0.586197,
4711,3229.88,3219.88,final_corner,96.7071,96.956835,94.807783,-2.149052,94.807783,1,0,1,0,0,0.029617,0.000362,0.0,98.394,0.0,,-0.000394,-0.615383,0.0,0.0,3,0.586206,
4712,3230.47,3220.47,final_corner,96.559,96.960969,94.812282,-2.148687,94.812282,1,0,1,0,0,0.029559,0.000308,0.0,98.416,0.0,,-0.000482,-0.615325,0.0,0.0,3,0.586213,
4713,3231.06,3221.06,final_corner,96.4112,96.961875,94.865825,-2.09605,94.865825,1,0,1,0,0,0.029511,0.000227,0.0,98.438,0.0,,-0.000795,-0.614635,0.0,0.0,3,0.586214,
4714,3231.65,3221.65,final_corner,96.2637,96.962889,94.930284,-2.032606,94.930284,1,0,1,0,0,0.029466,0.000164,0.0,98.46,0.0,,-0.001035,-0.613803,0.0,0.0,3,0.586222,
4715,3232.24,3222.24,final_corner,96.1167,96.962182,95.013312,-1.94887,95.013312,1,0,1,0,0,0.029428,0.000125,0.0,98.482,0.0,,-0.001261,-0.612731,0.0,0.0,3,0.586232,
4716,3232.83,3222.83,final_corner,95.9703,96.72964,96.173922,-0.555718,96.173922,1,0,1,0,0,0.029391,9.6e-05,0.0,98.504,0.0,,-0.011991,-0.597756,0.0,0.0,3,0.586246,
4717,3233.41,3223.41,final_corner,95.8244,96.762733,96.157791,-0.604942,96.157791,1,0,1,0,0,0.029333,0.000359,0.0,98.526,0.0,,-0.009666,-0.597964,0.0,0.0,3,0.576427,
4718,3234.0,3224.0,final_corner,95.6781,96.818391,95.977165,-0.841226,95.977165,1,0,1,0,0,0.029224,0.000871,0.0,98.548,0.0,,-0.005535,-0.600295,0.0,0.0,3,0.586424,
4719,3234.58,3224.58,final_corner,95.5332,96.872414,95.756636,-1.115778,95.756636,1,0,1,0,0,0.029085,0.001335,0.0,98.57,0.0,,-0.001692,-0.60314,0.0,0.0,3,0.576396,
4720,3235.16,3225.16,final_corner,95.3893,96.875651,95.625673,-1.249978,95.625673,1,0,1,0,0,0.028932,0.001607,0.0,98.592,0.0,,0.000843,-0.60483,0.0,0.0,3,0.576362,
4721,3235.75,3225.75,final_corner,95.2462,96.854396,95.551574,-1.302822,95.551574,1,0,1,0,0,0.028775,0.001659,0.0,98.614,0.0,,0.001871,-0.605786,0.0,0.0,3,0.586342,
4722,3236.33,3226.33,final_corner,95.1035,96.869833,95.53881,-1.331022,95.53881,1,0,1,0,0,0.028627,0.001551,0.0,98.636,0.0,,0.001771,-0.605951,0.0,0.0,3,0.57633,
4723,3236.91,3226.91,final_corner,94.9614,96.903069,95.566074,-1.336995,95.566074,1,0,1,0,0,0.028486,0.001366,0.0,98.658,0.0,,0.001116,-0.605599,0.0,0.0,3,0.576328,
4724,3237.49,3227.49,final_corner,94.8197,96.937142,95.610965,-1.326177,95.610965,1,0,1,0,0,0.028356,0.001178,0.0,98.68,0.0,,0.000418,-0.60502,0.0,0.0,3,0.576332,
4725,3238.07,3228.07,final_corner,94.6781,96.961381,95.65593,-1.305452,95.65593,1,0,1,0,0,0.028233,0.001034,0.0,98.702,0.0,,4e-06,-0.60444,0.0,0.0,3,0.57634,
4726,3238.65,3228.65,final_corner,94.537,96.969432,95.688455,-1.280978,95.688455,1,0,1,0,0,0.028119,0.000925,0.0,98.724,0.0,,-0.000193,-0.60402,0.0,0.0,3,0.576347,
4727,3239.22,3229.22,final_corner,94.3965,96.977631,95.71011,-1.26752,95.71011,1,0,1,0,0,0.028012,0.000828,0.0,98.746,0.0,,-0.000318,-0.603741,0.0,0.0,3,0.566352,
4728,3239.8,3229.8,final_corner,94.2565,96.985586,95.703463,-1.282123,95.703463,1,0,1,0,0,0.027914,0.000737,0.0,98.768,0.0,,-0.000423,-0.603826,0.0,0.0,3,0.576355,
4729,3240.38,3230.38,final_corner,94.1165,96.992973,95.69579,-1.297183,95.69579,1,0,1,0,0,0.027823,0.000648,0.0,98.79,0.0,,-0.000535,-0.603925,0.0,0.0,3,0.576354,
4730,3240.95,3230.95,final_corner,93.9772,97.001812,95.696261,-1.305551,95.696261,1,0,1,0,0,0.02774,0.000587,0.0,98.812,0.0,,-0.000474,-0.603919,0.0,0.0,3,0.566353,
4731,3241.52,3231.52,final_corner,93.8389,97.01001,95.661191,-1.348819,95.661191,1,0,1,0,0,0.027663,0.000528,0.0,98.834,0.0,,-0.000423,-0.604372,0.0,0.0,3,0.566353,
4732,3242.1,3232.1,final_corner,93.7013,97.015549,95.626052,-1.389497,95.626052,1,0,1,0,0,0.027595,0.000453,0.0,98.856,0.0,,-0.000536,-0.604825,0.0,0.0,3,0.576347,
4733,3242.67,3232.67,final_corner,93.5643,97.020909,95.568767,-1.452141,95.568767,1,0,1,0,0,0.027532,0.000398,0.0,98.878,0.0,,-0.000581,-0.605564,0.0,0.0,3,0.566342,
4734,3243.24,3233.24,final_corner,93.4277,97.025502,95.498248,-1.527254,95.498248,1,0,1,0,0,0.027472,0.000367,0.0,98.9,0.0,,-0.000572,-0.606474,0.0,0.0,3,0.566333,
4735,3243.81,3233.81,final_corner,93.2917,97.024164,95.485582,-1.538583,95.485582,1,0,1,0,0,0.027414,0.000345,0.0,98.922,0.0,,-0.000797,-0.606638,0.0,0.0,3,0.566322,
4736,3244.38,3234.38,final_corner,93.1562,96.803398,97.985464,0.0,96.803398,1,1,1,0,0,0.02736,0.000327,0.0,98.944,0.0,,-0.010978,-0.574381,0.0,0.0,3,0.56632,
4737,3244.95,3234.95,final_corner,93.0213,96.83982,97.745331,0.0,96.83982,1,1,1,0,0,0.027283,0.000565,0.0,98.966,0.0,,-0.008619,-0.57748,0.0,0.0,3,0.566701,
4738,3245.52,3235.52,final_corner,92.887,84.919951,97.299697,0.0,84.919951,1,1,1,0,0,0.027165,0.00102,0.0,98.988,0.0,,-0.003587,-0.58323,0.0,0.07,3,0.566665,
4739,3246.08,3236.08,final_corner,92.5975,84.971555,96.351162,0.0,84.971555,1,1,1,0,0,0.027026,0.001394,0.0,99.01,0.0,,-0.000164,-0.595469,0.0,0.07,3,0.556598,
4740,3246.65,3236.65,final_corner,92.2407,84.930057,95.796802,0.0,84.930057,1,1,1,0,0,0.026881,0.001549,0.0,99.032,0.0,,0.001737,-0.602622,0.0,0.07,3,0.566454,
4741,3247.21,3237.21,final_corner,91.8862,84.927555,95.345236,0.0,84.927555,1,1,1,0,0,0.026744,0.001505,0.0,99.054,0.0,,0.002219,-0.608449,0.0,0.07,3,0.556368,
4742,3247.77,3237.77,final_corner,91.532,84.950053,94.932067,0.0,84.950053,1,1,1,0,0,0.026615,0.001352,0.0,99.076,0.0,,0.001922,-0.61378,0.0,0.07,3,0.556298,
4743,3248.33,3238.33,final_corner,91.1793,84.981782,94.505704,0.0,84.981782,1,1,1,0,0,0.026496,0.00116,0.0,99.098,0.0,,0.001326,-0.619281,0.0,0.07,3,0.556233,
4744,3248.89,3238.89,final_corner,90.8281,85.011138,94.072538,0.0,85.011138,1,1,1,0,0,0.026389,0.00098,0.0,99.12,0.0,,0.00078,-0.62487,0.0,0.07,3,0.556165,
4745,3249.44,3239.44,final_corner,90.4784,85.035208,93.634359,0.0,85.035208,1,1,1,0,0,0.026289,0.000824,0.0,99.142,0.0,,0.00038,-0.630524,0.0,0.07,3,0.546095,
4746,3249.99,3239.99,final_corner,90.1301,85.051305,93.199437,0.0,85.051305,1,1,1,0,0,0.026201,0.000703,0.0,99.164,0.0,,0.000201,-0.636136,0.0,0.07,3,0.546024,
4747,3250.54,3240.54,final_corner,89.7846,85.060658,92.758593,0.0,85.060658,1,1,1,0,0,0.026119,0.000612,0.0,99.186,0.0,,0.000215,-0.641825,0.0,0.07,3,0.545953,
